new_time,year,month,day,time
1753-09-16,1753,September,16,1753-09-16
1753-09-23,1753,September,23,1753-09-23
1753-09-30,1753,September,30,1753-09-30
1753-10-07,1753,October,7,1753-10-01
1753-10-14,1753,October,14,1753-10-14
1753-10-21,1753,October,21,1753-10-21
1753-10-28,1753,October,28,1753-10-28
1753-11-04,1753,November,4,1753-11-01
1753-11-11,1753,November,11,1753-11-11
1753-11-18,1753,November,18,1753-11-18
1753-11-25,1753,November,25,1753-11-25
1753-12-02,1753,December,2,1753-12-01
1753-12-09,1753,December,9,1753-12-09
1753-12-16,1753,December,16,1753-12-16
1753-12-23,1753,December,23,1753-12-23
1753-12-30,1753,December,30,1753-12-30
1754-01-06,1754,January,6,1754-01-01
1754-01-13,1754,January,13,1754-01-13
1754-01-20,1754,January,20,1754-01-20
1754-01-27,1754,January,27,1754-01-27
1754-02-03,1754,February,3,1754-02-01
1754-02-10,1754,February,10,1754-02-10
1754-02-17,1754,February,17,1754-02-17
1754-02-24,1754,February,24,1754-02-24
1754-03-03,1754,March,3,1754-03-01
1754-03-10,1754,March,10,1754-03-10
1754-03-17,1754,March,17,1754-03-17
1754-03-24,1754,March,24,1754-03-24
1754-03-31,1754,March,31,1754-03-31
1754-04-07,1754,April,7,1754-04-01
1754-04-14,1754,April,14,1754-04-14
1754-04-21,1754,April,21,1754-04-21
1754-04-28,1754,April,28,1754-04-28
1754-05-05,1754,May,5,1754-05-01
1754-05-12,1754,May,12,1754-05-12
1754-05-19,1754,May,19,1754-05-19
1754-05-26,1754,May,26,1754-05-26
1754-06-02,1754,June,2,1754-06-01
1754-06-09,1754,June,9,1754-06-09
1754-06-16,1754,June,16,1754-06-16
1754-06-23,1754,June,23,1754-06-23
1754-06-30,1754,June,30,1754-06-30
1754-07-07,1754,July,7,1754-07-01
1754-07-14,1754,July,14,1754-07-14
1754-07-21,1754,July,21,1754-07-21
1754-07-28,1754,July,28,1754-07-28
1754-08-04,1754,August,4,1754-08-01
1754-08-11,1754,August,11,1754-08-11
1754-08-18,1754,August,18,1754-08-18
1754-08-25,1754,August,25,1754-08-25
1754-09-01,1754,September,1,1754-09-01
1754-09-08,1754,September,8,1754-09-08
1754-09-15,1754,September,15,1754-09-15
1754-09-22,1754,September,22,1754-09-22
1754-09-29,1754,September,29,1754-09-29
1754-10-06,1754,October,6,1754-10-01
1754-10-13,1754,October,13,1754-10-13
1754-10-20,1754,October,20,1754-10-20
1754-10-27,1754,October,27,1754-10-27
1754-11-03,1754,November,3,1754-11-01
1754-11-10,1754,November,10,1754-11-10
1754-11-17,1754,November,17,1754-11-17
1754-11-24,1754,November,24,1754-11-24
1754-12-01,1754,December,1,1754-12-01
1754-12-08,1754,December,8,1754-12-08
1754-12-15,1754,December,15,1754-12-15
1754-12-22,1754,December,22,1754-12-22
1754-12-29,1754,December,29,1754-12-29
1755-01-05,1755,January,5,1755-01-01
1755-01-12,1755,January,12,1755-01-12
1755-01-19,1755,January,19,1755-01-19
1755-01-26,1755,January,26,1755-01-26
1755-02-02,1755,February,2,1755-02-01
1755-02-09,1755,February,9,1755-02-09
1755-02-16,1755,February,16,1755-02-16
1755-02-23,1755,February,23,1755-02-23
1755-03-02,1755,March,2,1755-03-01
1755-03-09,1755,March,9,1755-03-09
1755-03-16,1755,March,16,1755-03-16
1755-03-23,1755,March,23,1755-03-23
1755-03-30,1755,March,30,1755-03-30
1755-04-06,1755,April,6,1755-04-01
1755-04-13,1755,April,13,1755-04-13
1755-04-20,1755,April,20,1755-04-20
1755-04-27,1755,April,27,1755-04-27
1755-05-04,1755,May,4,1755-05-01
1755-05-11,1755,May,11,1755-05-11
1755-05-18,1755,May,18,1755-05-18
1755-05-25,1755,May,25,1755-05-25
1755-06-01,1755,June,1,1755-06-01
1755-06-08,1755,June,8,1755-06-08
1755-06-15,1755,June,15,1755-06-15
1755-06-22,1755,June,22,1755-06-22
1755-06-29,1755,June,29,1755-06-29
1755-07-06,1755,July,6,1755-07-01
1755-07-13,1755,July,13,1755-07-13
1755-07-20,1755,July,20,1755-07-20
1755-07-27,1755,July,27,1755-07-27
1755-08-03,1755,August,3,1755-08-01
1755-08-10,1755,August,10,1755-08-10
1755-08-17,1755,August,17,1755-08-17
1755-08-24,1755,August,24,1755-08-24
1755-08-31,1755,August,31,1755-08-31
1755-09-07,1755,September,7,1755-09-01
1755-09-14,1755,September,14,1755-09-14
1755-09-21,1755,September,21,1755-09-21
1755-09-28,1755,September,28,1755-09-28
1755-10-05,1755,October,5,1755-10-01
1755-10-12,1755,October,12,1755-10-12
1755-10-19,1755,October,19,1755-10-19
1755-10-26,1755,October,26,1755-10-26
1755-11-02,1755,November,2,1755-11-01
1755-11-09,1755,November,9,1755-11-09
1755-11-16,1755,November,16,1755-11-16
1755-11-23,1755,November,23,1755-11-23
1755-11-30,1755,November,30,1755-11-30
1755-12-07,1755,December,7,1755-12-01
1755-12-14,1755,December,14,1755-12-14
1755-12-21,1755,December,21,1755-12-21
1755-12-28,1755,December,28,1755-12-28
1756-01-04,1756,January,4,1756-01-01
1756-01-11,1756,January,11,1756-01-11
1756-01-18,1756,January,18,1756-01-18
1756-01-25,1756,January,25,1756-01-25
1756-02-01,1756,February,1,1756-02-01
1756-02-08,1756,February,8,1756-02-08
1756-02-15,1756,February,15,1756-02-15
1756-02-22,1756,February,22,1756-02-22
1756-02-29,1756,February,29,1756-02-29
1756-03-07,1756,March,7,1756-03-01
1756-03-14,1756,March,14,1756-03-14
1756-03-21,1756,March,21,1756-03-21
1756-03-28,1756,March,28,1756-03-28
1756-04-04,1756,April,4,1756-04-01
1756-04-11,1756,April,11,1756-04-11
1756-04-18,1756,April,18,1756-04-18
1756-04-25,1756,April,25,1756-04-25
1756-05-02,1756,May,2,1756-05-01
1756-05-09,1756,May,9,1756-05-09
1756-05-16,1756,May,16,1756-05-16
1756-05-23,1756,May,23,1756-05-23
1756-05-30,1756,May,30,1756-05-30
1756-06-06,1756,June,6,1756-06-01
1756-06-13,1756,June,13,1756-06-13
1756-06-20,1756,June,20,1756-06-20
1756-06-27,1756,June,27,1756-06-27
1756-07-04,1756,July,4,1756-07-01
1756-07-11,1756,July,11,1756-07-11
1756-07-18,1756,July,18,1756-07-18
1756-07-25,1756,July,25,1756-07-25
1756-08-01,1756,August,1,1756-08-01
1756-08-08,1756,August,8,1756-08-08
1756-08-15,1756,August,15,1756-08-15
1756-08-22,1756,August,22,1756-08-22
1756-08-29,1756,August,29,1756-08-29
1756-09-05,1756,September,5,1756-09-01
1756-09-12,1756,September,12,1756-09-12
1756-09-19,1756,September,19,1756-09-19
1756-09-26,1756,September,26,1756-09-26
1756-10-03,1756,October,3,1756-10-01
1756-10-10,1756,October,10,1756-10-10
1756-10-17,1756,October,17,1756-10-17
1756-10-24,1756,October,24,1756-10-24
1756-10-31,1756,October,31,1756-10-31
1756-11-07,1756,November,7,1756-11-01
1756-11-14,1756,November,14,1756-11-14
1756-11-21,1756,November,21,1756-11-21
1756-11-28,1756,November,28,1756-11-28
1756-12-05,1756,December,5,1756-12-01
1756-12-12,1756,December,12,1756-12-12
1756-12-19,1756,December,19,1756-12-19
1756-12-26,1756,December,26,1756-12-26
1757-01-02,1757,January,2,1757-01-01
1757-01-09,1757,January,9,1757-01-09
1757-01-16,1757,January,16,1757-01-16
1757-01-23,1757,January,23,1757-01-23
1757-01-30,1757,January,30,1757-01-30
1757-02-06,1757,February,6,1757-02-01
1757-02-13,1757,February,13,1757-02-13
1757-02-20,1757,February,20,1757-02-20
1757-02-27,1757,February,27,1757-02-27
1757-03-06,1757,March,6,1757-03-01
1757-03-13,1757,March,13,1757-03-13
1757-03-20,1757,March,20,1757-03-20
1757-03-27,1757,March,27,1757-03-27
1757-04-03,1757,April,3,1757-04-01
1757-04-10,1757,April,10,1757-04-10
1757-04-17,1757,April,17,1757-04-17
1757-04-24,1757,April,24,1757-04-24
1757-05-01,1757,May,1,1757-05-01
1757-05-08,1757,May,8,1757-05-08
1757-05-15,1757,May,15,1757-05-15
1757-05-22,1757,May,22,1757-05-22
1757-05-29,1757,May,29,1757-05-29
1757-06-05,1757,June,5,1757-06-01
1757-06-12,1757,June,12,1757-06-12
1757-06-19,1757,June,19,1757-06-19
1757-06-26,1757,June,26,1757-06-26
1757-07-03,1757,July,3,1757-07-01
1757-07-10,1757,July,10,1757-07-10
1757-07-17,1757,July,17,1757-07-17
1757-07-24,1757,July,24,1757-07-24
1757-07-31,1757,July,31,1757-07-31
1757-08-07,1757,August,7,1757-08-01
1757-08-14,1757,August,14,1757-08-14
1757-08-21,1757,August,21,1757-08-21
1757-08-28,1757,August,28,1757-08-28
1757-09-04,1757,September,4,1757-09-01
1757-09-11,1757,September,11,1757-09-11
1757-09-18,1757,September,18,1757-09-18
1757-09-25,1757,September,25,1757-09-25
1757-10-02,1757,October,2,1757-10-01
1757-10-09,1757,October,9,1757-10-09
1757-10-16,1757,October,16,1757-10-16
1757-10-23,1757,October,23,1757-10-23
1757-10-30,1757,October,30,1757-10-30
1757-11-06,1757,November,6,1757-11-01
1757-11-13,1757,November,13,1757-11-13
1757-11-20,1757,November,20,1757-11-20
1757-11-27,1757,November,27,1757-11-27
1757-12-04,1757,December,4,1757-12-01
1757-12-11,1757,December,11,1757-12-11
1757-12-18,1757,December,18,1757-12-18
1757-12-25,1757,December,25,1757-12-25
1758-01-01,1758,January,1,1758-01-01
1758-01-08,1758,January,8,1758-01-08
1758-01-15,1758,January,15,1758-01-15
1758-01-22,1758,January,22,1758-01-22
1758-01-29,1758,January,29,1758-01-29
1758-02-05,1758,February,5,1758-02-01
1758-02-12,1758,February,12,1758-02-12
1758-02-19,1758,February,19,1758-02-19
1758-02-26,1758,February,26,1758-02-26
1758-03-05,1758,March,5,1758-03-01
1758-03-12,1758,March,12,1758-03-12
1758-03-19,1758,March,19,1758-03-19
1758-03-26,1758,March,26,1758-03-26
1758-04-02,1758,April,2,1758-04-01
1758-04-09,1758,April,9,1758-04-09
1758-04-16,1758,April,16,1758-04-16
1758-04-23,1758,April,23,1758-04-23
1758-04-30,1758,April,30,1758-04-30
1758-05-07,1758,May,7,1758-05-01
1758-05-14,1758,May,14,1758-05-14
1758-05-21,1758,May,21,1758-05-21
1758-05-28,1758,May,28,1758-05-28
1758-06-04,1758,June,4,1758-06-01
1758-06-11,1758,June,11,1758-06-11
1758-06-18,1758,June,18,1758-06-18
1758-06-25,1758,June,25,1758-06-25
1758-07-02,1758,July,2,1758-07-01
1758-07-09,1758,July,9,1758-07-09
1758-07-16,1758,July,16,1758-07-16
1758-07-23,1758,July,23,1758-07-23
1758-07-30,1758,July,30,1758-07-30
1758-08-06,1758,August,6,1758-08-01
1758-08-13,1758,August,13,1758-08-13
1758-08-20,1758,August,20,1758-08-20
1758-08-27,1758,August,27,1758-08-27
1758-09-03,1758,September,3,1758-09-01
1758-09-10,1758,September,10,1758-09-10
1758-09-17,1758,September,17,1758-09-17
1758-09-24,1758,September,24,1758-09-24
1758-10-01,1758,October,1,1758-10-01
1758-10-08,1758,October,8,1758-10-08
1758-10-15,1758,October,15,1758-10-15
1758-10-22,1758,October,22,1758-10-22
1758-10-29,1758,October,29,1758-10-29
1758-11-05,1758,November,5,1758-11-01
1758-11-12,1758,November,12,1758-11-12
1758-11-19,1758,November,19,1758-11-19
1758-11-26,1758,November,26,1758-11-26
1758-12-03,1758,December,3,1758-12-01
1758-12-10,1758,December,10,1758-12-10
1758-12-17,1758,December,17,1758-12-17
1758-12-24,1758,December,24,1758-12-24
1758-12-31,1758,December,31,1758-12-31
1759-01-07,1759,January,7,1759-01-01
1759-01-14,1759,January,14,1759-01-14
1759-01-21,1759,January,21,1759-01-21
1759-01-28,1759,January,28,1759-01-28
1759-02-04,1759,February,4,1759-02-01
1759-02-11,1759,February,11,1759-02-11
1759-02-18,1759,February,18,1759-02-18
1759-02-25,1759,February,25,1759-02-25
1759-03-04,1759,March,4,1759-03-01
1759-03-11,1759,March,11,1759-03-11
1759-03-18,1759,March,18,1759-03-18
1759-03-25,1759,March,25,1759-03-25
1759-04-01,1759,April,1,1759-04-01
1759-04-08,1759,April,8,1759-04-08
1759-04-15,1759,April,15,1759-04-15
1759-04-22,1759,April,22,1759-04-22
1759-04-29,1759,April,29,1759-04-29
1759-05-06,1759,May,6,1759-05-01
1759-05-13,1759,May,13,1759-05-13
1759-05-20,1759,May,20,1759-05-20
1759-05-27,1759,May,27,1759-05-27
1759-06-03,1759,June,3,1759-06-01
1759-06-10,1759,June,10,1759-06-10
1759-06-17,1759,June,17,1759-06-17
1759-06-24,1759,June,24,1759-06-24
1759-07-01,1759,July,1,1759-07-01
1759-07-08,1759,July,8,1759-07-08
1759-07-15,1759,July,15,1759-07-15
1759-07-22,1759,July,22,1759-07-22
1759-07-29,1759,July,29,1759-07-29
1759-08-05,1759,August,5,1759-08-01
1759-08-12,1759,August,12,1759-08-12
1759-08-19,1759,August,19,1759-08-19
1759-08-26,1759,August,26,1759-08-26
1759-09-02,1759,September,2,1759-09-01
1759-09-09,1759,September,9,1759-09-09
1759-09-16,1759,September,16,1759-09-16
1759-09-23,1759,September,23,1759-09-23
1759-09-30,1759,September,30,1759-09-30
1759-10-07,1759,October,7,1759-10-01
1759-10-14,1759,October,14,1759-10-14
1759-10-21,1759,October,21,1759-10-21
1759-10-28,1759,October,28,1759-10-28
1759-11-04,1759,November,4,1759-11-01
1759-11-11,1759,November,11,1759-11-11
1759-11-18,1759,November,18,1759-11-18
1759-11-25,1759,November,25,1759-11-25
1759-12-02,1759,December,2,1759-12-01
1759-12-09,1759,December,9,1759-12-09
1759-12-16,1759,December,16,1759-12-16
1759-12-23,1759,December,23,1759-12-23
1759-12-30,1759,December,30,1759-12-30
1760-01-06,1760,January,6,1760-01-01
1760-01-13,1760,January,13,1760-01-13
1760-01-20,1760,January,20,1760-01-20
1760-01-27,1760,January,27,1760-01-27
1760-02-03,1760,February,3,1760-02-01
1760-02-10,1760,February,10,1760-02-10
1760-02-17,1760,February,17,1760-02-17
1760-02-24,1760,February,24,1760-02-24
1760-03-02,1760,March,2,1760-03-01
1760-03-09,1760,March,9,1760-03-09
1760-03-16,1760,March,16,1760-03-16
1760-03-23,1760,March,23,1760-03-23
1760-03-30,1760,March,30,1760-03-30
1760-04-06,1760,April,6,1760-04-01
1760-04-13,1760,April,13,1760-04-13
1760-04-20,1760,April,20,1760-04-20
1760-04-27,1760,April,27,1760-04-27
1760-05-04,1760,May,4,1760-05-01
1760-05-11,1760,May,11,1760-05-11
1760-05-18,1760,May,18,1760-05-18
1760-05-25,1760,May,25,1760-05-25
1760-06-01,1760,June,1,1760-06-01
1760-06-08,1760,June,8,1760-06-08
1760-06-15,1760,June,15,1760-06-15
1760-06-22,1760,June,22,1760-06-22
1760-06-29,1760,June,29,1760-06-29
1760-07-06,1760,July,6,1760-07-01
1760-07-13,1760,July,13,1760-07-13
1760-07-20,1760,July,20,1760-07-20
1760-07-27,1760,July,27,1760-07-27
1760-08-03,1760,August,3,1760-08-01
1760-08-10,1760,August,10,1760-08-10
1760-08-17,1760,August,17,1760-08-17
1760-08-24,1760,August,24,1760-08-24
1760-08-31,1760,August,31,1760-08-31
1760-09-07,1760,September,7,1760-09-01
1760-09-14,1760,September,14,1760-09-14
1760-09-21,1760,September,21,1760-09-21
1760-09-28,1760,September,28,1760-09-28
1760-10-05,1760,October,5,1760-10-01
1760-10-12,1760,October,12,1760-10-12
1760-10-19,1760,October,19,1760-10-19
1760-10-26,1760,October,26,1760-10-26
1760-11-02,1760,November,2,1760-11-01
1760-11-09,1760,November,9,1760-11-09
1760-11-16,1760,November,16,1760-11-16
1760-11-23,1760,November,23,1760-11-23
1760-11-30,1760,November,30,1760-11-30
1760-12-07,1760,December,7,1760-12-01
1760-12-14,1760,December,14,1760-12-14
1760-12-21,1760,December,21,1760-12-21
1760-12-28,1760,December,28,1760-12-28
1761-01-04,1761,January,4,1761-01-01
1761-01-11,1761,January,11,1761-01-11
1761-01-18,1761,January,18,1761-01-18
1761-01-25,1761,January,25,1761-01-25
1761-02-01,1761,February,1,1761-02-01
1761-02-08,1761,February,8,1761-02-08
1761-02-15,1761,February,15,1761-02-15
1761-02-22,1761,February,22,1761-02-22
1761-03-01,1761,March,1,1761-03-01
1761-03-08,1761,March,8,1761-03-08
1761-03-15,1761,March,15,1761-03-15
1761-03-22,1761,March,22,1761-03-22
1761-03-29,1761,March,29,1761-03-29
1761-04-05,1761,April,5,1761-04-01
1761-04-12,1761,April,12,1761-04-12
1761-04-19,1761,April,19,1761-04-19
1761-04-26,1761,April,26,1761-04-26
1761-05-03,1761,May,3,1761-05-01
1761-05-10,1761,May,10,1761-05-10
1761-05-17,1761,May,17,1761-05-17
1761-05-24,1761,May,24,1761-05-24
1761-05-31,1761,May,31,1761-05-31
1761-06-07,1761,June,7,1761-06-01
1761-06-14,1761,June,14,1761-06-14
1761-06-21,1761,June,21,1761-06-21
1761-06-28,1761,June,28,1761-06-28
1761-07-05,1761,July,5,1761-07-01
1761-07-12,1761,July,12,1761-07-12
1761-07-19,1761,July,19,1761-07-19
1761-07-26,1761,July,26,1761-07-26
1761-08-02,1761,August,2,1761-08-01
1761-08-09,1761,August,9,1761-08-09
1761-08-16,1761,August,16,1761-08-16
1761-08-23,1761,August,23,1761-08-23
1761-08-30,1761,August,30,1761-08-30
1761-09-06,1761,September,6,1761-09-01
1761-09-13,1761,September,13,1761-09-13
1761-09-20,1761,September,20,1761-09-20
1761-09-27,1761,September,27,1761-09-27
1761-10-04,1761,October,4,1761-10-01
1761-10-11,1761,October,11,1761-10-11
1761-10-18,1761,October,18,1761-10-18
1761-10-25,1761,October,25,1761-10-25
1761-11-01,1761,November,1,1761-11-01
1761-11-08,1761,November,8,1761-11-08
1761-11-15,1761,November,15,1761-11-15
1761-11-22,1761,November,22,1761-11-22
1761-11-29,1761,November,29,1761-11-29
1761-12-06,1761,December,6,1761-12-01
1761-12-13,1761,December,13,1761-12-13
1761-12-20,1761,December,20,1761-12-20
1761-12-27,1761,December,27,1761-12-27
1762-01-03,1762,January,3,1762-01-01
1762-01-10,1762,January,10,1762-01-10
1762-01-17,1762,January,17,1762-01-17
1762-01-24,1762,January,24,1762-01-24
1762-01-31,1762,January,31,1762-01-31
1762-02-07,1762,February,7,1762-02-01
1762-02-14,1762,February,14,1762-02-14
1762-02-21,1762,February,21,1762-02-21
1762-02-28,1762,February,28,1762-02-28
1762-03-07,1762,March,7,1762-03-01
1762-03-14,1762,March,14,1762-03-14
1762-03-21,1762,March,21,1762-03-21
1762-03-28,1762,March,28,1762-03-28
1762-04-04,1762,April,4,1762-04-01
1762-04-11,1762,April,11,1762-04-11
1762-04-18,1762,April,18,1762-04-18
1762-04-25,1762,April,25,1762-04-25
1762-05-02,1762,May,2,1762-05-01
1762-05-09,1762,May,9,1762-05-09
1762-05-16,1762,May,16,1762-05-16
1762-05-23,1762,May,23,1762-05-23
1762-05-30,1762,May,30,1762-05-30
1762-06-06,1762,June,6,1762-06-01
1762-06-13,1762,June,13,1762-06-13
1762-06-20,1762,June,20,1762-06-20
1762-06-27,1762,June,27,1762-06-27
1762-07-04,1762,July,4,1762-07-01
1762-07-11,1762,July,11,1762-07-11
1762-07-18,1762,July,18,1762-07-18
1762-07-25,1762,July,25,1762-07-25
1762-08-01,1762,August,1,1762-08-01
1762-08-08,1762,August,8,1762-08-08
1762-08-15,1762,August,15,1762-08-15
1762-08-22,1762,August,22,1762-08-22
1762-08-29,1762,August,29,1762-08-29
1762-09-05,1762,September,5,1762-09-01
1762-09-12,1762,September,12,1762-09-12
1762-09-19,1762,September,19,1762-09-19
1762-09-26,1762,September,26,1762-09-26
1762-10-03,1762,October,3,1762-10-01
1762-10-10,1762,October,10,1762-10-10
1762-10-17,1762,October,17,1762-10-17
1762-10-24,1762,October,24,1762-10-24
1762-10-31,1762,October,31,1762-10-31
1762-11-07,1762,November,7,1762-11-01
1762-11-14,1762,November,14,1762-11-14
1762-11-21,1762,November,21,1762-11-21
1762-11-28,1762,November,28,1762-11-28
1762-12-05,1762,December,5,1762-12-01
1762-12-12,1762,December,12,1762-12-12
1762-12-19,1762,December,19,1762-12-19
1762-12-26,1762,December,26,1762-12-26
1763-01-02,1763,January,2,1763-01-01
1763-01-09,1763,January,9,1763-01-09
1763-01-16,1763,January,16,1763-01-16
1763-01-23,1763,January,23,1763-01-23
1763-01-30,1763,January,30,1763-01-30
1763-02-06,1763,February,6,1763-02-01
1763-02-13,1763,February,13,1763-02-13
1763-02-20,1763,February,20,1763-02-20
1763-02-27,1763,February,27,1763-02-27
1763-03-06,1763,March,6,1763-03-01
1763-03-13,1763,March,13,1763-03-13
1763-03-20,1763,March,20,1763-03-20
1763-03-27,1763,March,27,1763-03-27
1763-04-03,1763,April,3,1763-04-01
1763-04-10,1763,April,10,1763-04-10
1763-04-17,1763,April,17,1763-04-17
1763-04-24,1763,April,24,1763-04-24
1763-05-01,1763,May,1,1763-05-01
1763-05-08,1763,May,8,1763-05-08
1763-05-15,1763,May,15,1763-05-15
1763-05-22,1763,May,22,1763-05-22
1763-05-29,1763,May,29,1763-05-29
1763-06-05,1763,June,5,1763-06-01
1763-06-12,1763,June,12,1763-06-12
1763-06-19,1763,June,19,1763-06-19
1763-06-26,1763,June,26,1763-06-26
1763-07-03,1763,July,3,1763-07-01
1763-07-10,1763,July,10,1763-07-10
1763-07-17,1763,July,17,1763-07-17
1763-07-24,1763,July,24,1763-07-24
1763-07-31,1763,July,31,1763-07-31
1763-08-07,1763,August,7,1763-08-01
1763-08-14,1763,August,14,1763-08-14
1763-08-21,1763,August,21,1763-08-21
1763-08-28,1763,August,28,1763-08-28
1763-09-04,1763,September,4,1763-09-01
1763-09-11,1763,September,11,1763-09-11
1763-09-18,1763,September,18,1763-09-18
1763-09-25,1763,September,25,1763-09-25
1763-10-02,1763,October,2,1763-10-01
1763-10-09,1763,October,9,1763-10-09
1763-10-16,1763,October,16,1763-10-16
1763-10-23,1763,October,23,1763-10-23
1763-10-30,1763,October,30,1763-10-30
1763-11-06,1763,November,6,1763-11-01
1763-11-13,1763,November,13,1763-11-13
1763-11-20,1763,November,20,1763-11-20
1763-11-27,1763,November,27,1763-11-27
1763-12-04,1763,December,4,1763-12-01
1763-12-11,1763,December,11,1763-12-11
1763-12-18,1763,December,18,1763-12-18
1763-12-25,1763,December,25,1763-12-25
1764-01-01,1764,January,1,1764-01-01
1764-01-08,1764,January,8,1764-01-08
1764-01-15,1764,January,15,1764-01-15
1764-01-22,1764,January,22,1764-01-22
1764-01-29,1764,January,29,1764-01-29
1764-02-05,1764,February,5,1764-02-01
1764-02-12,1764,February,12,1764-02-12
1764-02-19,1764,February,19,1764-02-19
1764-02-26,1764,February,26,1764-02-26
1764-03-04,1764,March,4,1764-03-01
1764-03-11,1764,March,11,1764-03-11
1764-03-18,1764,March,18,1764-03-18
1764-03-25,1764,March,25,1764-03-25
1764-04-01,1764,April,1,1764-04-01
1764-04-08,1764,April,8,1764-04-08
1764-04-15,1764,April,15,1764-04-15
1764-04-22,1764,April,22,1764-04-22
1764-04-29,1764,April,29,1764-04-29
1764-05-06,1764,May,6,1764-05-01
1764-05-13,1764,May,13,1764-05-13
1764-05-20,1764,May,20,1764-05-20
